"","STATEFIPS","STATE","COUNTYFIPS","COUNTYNAME","year","num.returns","married.pct","dependents.ratio","adjusted.gross.income.avg","wages.avg","farming.ratio","unemployed.ratio","dividends.ratio","business.ratio","realestate.ratio","mortgage.ratio","contributions.ratio","taxcredits.ratio"
"1","01","AL","000","Alabama",2014,2046400,0.374252345582486,0.726192337763878,52.722201426896,38.0683238858483,0.0223807662236122,0.0353645426114152,0.132315285379203,0.166155199374511,0.21051602814699,0.190827795152463,1.52676407349492,627820
"2","01","AL","001","Autauga County",2014,23820,0.418136020151133,0.751889168765743,51.9510495382032,39.6426532325777,0.0172124265323258,0.0277078085642317,0.128463476070529,0.14399664147775,0.213685978169605,0.203610411418976,1.23883291351805,7880
"3","01","AL","003","Baldwin County",2014,90890,0.427879854769502,0.612388601606337,57.7170315766311,37.7701287270327,0.0129827263725382,0.028826053471229,0.1852789085708,0.186049070304764,0.227527780833975,0.204422928815051,1.33526240510507,26320
"4","01","AL","005","Barbour County",2014,9730,0.317574511819116,0.807810894141829,38.4966084275437,27.9083247687564,0.0452209660842754,0.0452209660842754,0.112024665981501,0.164439876670092,0.147995889003083,0.118191161356629,0.965159301130524,2660
"5","01","AL","007","Bibb County",2014,7980,0.419799498746867,0.794486215538847,45.824686716792,35.1958646616541,0.0238095238095238,0.0350877192982456,0.06265664160401,0.147869674185464,0.146616541353383,0.137844611528822,0.93734335839599,2450
"6","01","AL","009","Blount County",2014,21900,0.518264840182648,0.766666666666667,47.0951141552511,36.113196347032,0.0506849315068493,0.0356164383561644,0.0954337899543379,0.173972602739726,0.178995433789954,0.1662100456621,0.952054794520548,6960
"7","01","AL","011","Bullock County",2014,3820,0.175392670157068,0.87434554973822,32.2675392670157,25.0410994764398,0.0523560209424084,0.0523560209424084,0.0706806282722513,0.157068062827225,0.115183246073298,0.0942408376963351,0.872513089005236,1200
"8","01","AL","013","Butler County",2014,8320,0.307692307692308,0.782451923076923,40.1259615384615,29.3200721153846,0.0492788461538462,0.046875,0.0853365384615385,0.152644230769231,0.115384615384615,0.0997596153846154,0.796153846153846,2450
"9","01","AL","015","Calhoun County",2014,48040,0.389883430474604,0.69338051623647,44.4191507077435,31.9147169025812,0.0149875104079933,0.0362198168193172,0.111781848459617,0.143630308076603,0.163613655287261,0.1492506244796,1.14146544546211,14170
"10","01","AL","017","Chambers County",2014,14690,0.274336283185841,0.775357385976855,35.1352620830497,29.4311095983662,0.0190605854322668,0.0388019060585432,0.0823689584751532,0.193328795098707,0.14499659632403,0.13002042205582,1.13240299523485,4740
"11","01","AL","019","Cherokee County",2014,9180,0.4880174291939,0.668845315904139,41.9566448801743,30.9074074074074,0.0566448801742919,0.0620915032679739,0.118736383442266,0.174291938997821,0.157952069716776,0.137254901960784,0.953267973856209,2620
"12","01","AL","021","Chilton County",2014,17430,0.439472174411933,0.802639127940333,43.849454962708,34.2178427997705,0.0269650028686173,0.0338496844520941,0.080895008605852,0.186460126219162,0.162937464142283,0.147446930579461,1.0271371199082,5220
